Time [sec],Acceleration [cm/sec2]
8.25,0.03476
8.26,-0.46664
8.27,-0.04968
8.28,-0.2254
8.29,-1.05124
8.3,0.17364
8.31,0.88762
8.32,-0.11807
8.33,-0.13883
8.34,0.20002
8.35,0.06646
8.36,0.20012
8.37,0.33931
8.38,0.1715
8.39,-0.03784
8.4,0.41069
8.41,0.82769
8.42,0.37244
8.43,0.38234
8.44,0.30794
8.45,-0.51605
8.46,-0.15501
8.47,-0.15332
8.48,-1.32694
8.49,-0.70935
8.5,-0.41736
8.51,-1.44322
8.52,-0.31227
8.53,0.23818
8.54,-0.89187
8.55,0.06204
8.56,0.57215
8.57,-0.35707
8.58,0.24669
8.59,0.50792
8.6,0.15751
8.61,0.90081
8.62,0.87488
8.63,-0.10984
8.64,-0.32982
8.65,0.04958
8.66,0.19017
8.67,0.13226
8.68,0.26395
8.69,0.05094
8.7,-0.44742
8.71,-0.23026
8.72,0.42127
8.73,0.63972
8.74,0.224
8.75,-0.08922
8.76,0.05776
8.77,-0.30787
8.78,-0.6935
8.79,-0.18226
8.8,-0.07908
8.81,-0.35829
8.82,0.41892
8.83,0.93398
8.84,0.10469
8.85,-0.32576
8.86,-0.12514
8.87,-0.18145
8.88,0.07098
8.89,0.3894
8.9,-0.22398
8.91,-1.2373
8.92,-0.8391
8.93,0.51422
8.94,0.4665
8.95,0.19042
8.96,0.70373
8.97,0.32748
8.98,0.14772
8.99,0.23439
9,-0.75088
9.01,-0.50971
9.02,0.68759
9.03,0.49318
9.04,0.24487
9.05,0.12992
9.06,-0.2866
9.07,0.24613
9.08,0.44849
9.09,-0.19114
9.1,-0.06941
9.11,-0.23238
9.12,-0.7634
9.13,-0.04653
9.14,0.46356
9.15,-0.14578
9.16,-0.48418
9.17,-0.4225
9.18,0.06859
9.19,0.77444
9.2,0.46644
9.21,-0.3807
9.22,-0.61898
9.23,-0.21183
9.24,0.05806
9.25,-0.41723
9.26,-0.24985
9.27,0.6071
9.28,0.09561
9.29,-0.77276
9.3,-0.63947
9.31,-0.29257
9.32,0.49207
9.33,1.03165
9.34,0.40363
9.35,0.06739
9.36,0.18861
9.37,-0.1079
9.38,-0.42775
9.39,-0.61035
9.4,-0.1994
9.41,0.55761
9.42,0.21468
9.43,-0.44516
9.44,-0.26371
9.45,-0.04509
9.46,-0.16392
9.47,-0.45857
9.48,-0.31097
9.49,0.31063
9.5,-0.00319
9.51,-0.36465
9.52,0.41168
9.53,0.69106
9.54,0.29353
9.55,0.12538
9.56,-0.10428
9.57,-0.10902
9.58,0.14595
9.59,-0.02195
9.6,-0.27452
9.61,0.14858
9.62,0.61227
9.63,0.15999
9.64,-0.19118
9.65,0.32105
9.66,0.27384
9.67,-0.4304
9.68,-0.48472
9.69,-0.30418
9.7,-0.2056
9.71,0.10781
9.72,0.09674
9.73,0.03852
9.74,0.01285
9.75,-0.18965
9.76,0.37853
9.77,0.67721
9.78,-0.01062
9.79,0.30292
9.8,0.67748
9.81,-0.24468
9.82,-0.73241
9.83,-0.76203
9.84,-0.63264
9.85,0.14492
9.86,0.44739
9.87,0.37607
9.88,0.4667
9.89,0.14575
9.9,-0.12376
9.91,-0.09262
9.92,0.17119
9.93,0.4182
9.94,0.01416
9.95,0.07125
9.96,0.64725
9.97,0.12802
9.98,-0.49757
9.99,-0.42514
10,-0.56756
10.01,-0.49553
10.02,-0.12916
10.03,0.04565
10.04,0.09615
10.05,-0.0726
10.06,0.14811
10.07,0.05741
10.08,-0.75506
10.09,0.12301
10.1,0.97968
10.11,-0.4808
10.12,-0.57876
10.13,0.56814
10.14,0.21878
10.15,0.1128
10.16,0.13872
10.17,-0.21093
10.18,0.23093
10.19,0.22553
10.2,0.00323
10.21,-0.09607
10.22,-0.82434
10.23,-0.38957
10.24,0.29489
10.25,-0.11785
10.26,0.11868
10.27,-0.0599
10.28,-0.33407
10.29,0.4551
10.3,-0.45521
10.31,-1.12804
10.32,0.52333
10.33,0.38123
10.34,-0.07848
10.35,1.40566
10.36,0.63926
10.37,-0.8903
10.38,0.1058
10.39,0.74084
10.4,0.49198
10.41,0.46097
10.42,0.19377
10.43,0.36316
10.44,0.28702
10.45,-0.14733
10.46,-0.0052
10.47,-0.55329
10.48,-0.93752
10.49,-0.08031
10.5,-0.00898
10.51,-0.2767
10.52,0.02487
10.53,-0.04627
10.54,0.23479
10.55,0.35912
10.56,-0.67653
10.57,-0.74706
10.58,0.22822
10.59,0.04246
10.6,-0.33234
10.61,0.16883
10.62,0.03188
10.63,-0.81453
10.64,-0.79406
10.65,-0.11143
10.66,0.24269
10.67,0.53136
10.68,0.42529
10.69,-0.07123
10.7,0.07327
10.71,-0.2197
